symbol,security,country,gics_sector,gics_sub_industry
NEPH,Nephros,United States,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NET,Cloudflare,United States,Technology,Computer Software: Prepackaged Software
NETC,Nabors Energy Transition Corp.,,Industrials,Consumer Electronics/Appliances
NETI,Eneti,Monaco,Consumer Discretionary,Marine Transportation
NEU,NewMarket Corp,United States,Industrials,Major Chemicals
NEWR,New Relic,United States,Technology,Computer Software: Prepackaged Software
NEWT,NewtekOne,United States,Finance,Finance/Investors Services
NEX,NexTier Oilfield Solutions,United States,Energy,Oilfield Services/Equipment
NEXI,NexImmune,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation,United States,Utilities,Oil & Gas Production
NFE,New Fortress Energy,United States,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company,United States,Utilities,Oil/Gas Transmission
NFLX,Netflix,United States,Consumer Discretionary,Consumer Electronics/Video Chains
NFTG,The NFT Gaming Company,United States,Technology,Computer Software: Prepackaged Software
NGM,NGM Biopharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGS,Natural Gas Services Group,United States,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage,United States,Consumer Staples,Food Chains
NHC,National HealthCare Corporation,United States,Health Care,Hospital/Nursing Management
NHI,National Health Investors,United States,Real Estate,Real Estate Investment Trusts
NHTC,Natural Health Trends Corp.,United States,Consumer Discretionary,Consumer Specialties
NHWK,NightHawk Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NI,NiSource,United States,Utilities,Power Generation
NIC,Nicolet Bankshares,United States,Finance,Major Banks
NICK,Nicholas Financial,United States,Finance,Finance Companies
NIM,Nuveen Select Maturities Municipal Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NINE,Nine Energy Service,United States,Energy,Oilfield Services/Equipment
NIR,Near Intelligence,United States,Technology,EDP Services
NJR,NewJersey Resources Corporation,United States,Utilities,Oil/Gas Transmission
NKE,Nike,United States,Consumer Discretionary,Shoe Manufacturing
NKLA,Nikola Corporation,United States,Consumer Discretionary,Auto Manufacturing
NKSH,National Bankshares,United States,Finance,Major Banks
NKTR,Nektar Therapeutics ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NL,NL Industries,United States,Industrials,Major Chemicals
NLS,Nautilus,United States,Consumer Discretionary,Recreational Games/Products/Toys
NLTX,Neoleukin Therapeutics,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management,United States,Real Estate,Real Estate Investment Trusts
NM,Navios Maritime Holdings,Monaco,Consumer Discretionary,Marine Transportation
NMFC,New Mountain Finance Corporation,United States,Finance,Finance/Investors Services
NMI,Nuveen Municipalome Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings,United States,Finance,Property-Casualty Insurers
NML,Neuberger Berman Energy Infrastructure andome Fund,,Finance,Finance/Investors Services
NMRD,Nemaura Medical,United Kingdom,Health Care,Medical/Dental Instruments
NMRK,Newmark Group,United States,Finance,Real Estate
NMT,Nuveen Massachusetts Quality Municipalome Fund,United States,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation,United States,Health Care,Medical/Dental Instruments
NN,NextNav,United States,Industrials,Industrial Machinery/Components
NNBR,NN,United States,Industrials,Industrial Machinery/Components
NNI,Nelnet,United States,Finance,Finance: Consumer Services
NNN,NNN REIT,United States,Real Estate,Real Estate Investment Trusts
NNVC,NanoViricides,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund,United States,Finance,Investment Managers
NOC,Northrop Grumman Corporation,United States,Industrials,Industrial Machinery/Components
NODK,NI Holdings,United States,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas,United States,Energy,Oil & Gas Production
NOGN,Nogin,United States,Technology,EDP Services
NOTV,Inotiv,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NOV,NOV,United States,Industrials,Metal Fabrications
NOVA,Sunnova Energy International,United States,Utilities,Power Generation
NOVT,Novanta,United States,Miscellaneous,Industrial Machinery/Components
NOW,ServiceNow,United States,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II,United States,Finance,Blank Checks
NPCE,Neuropace,United States,Health Care,Medical Specialities
NPK,National Presto Industries,United States,Industrials,Ordnance And Accessories
NPV,Nuveen Virginia Quality Municipalome Fund,United States,Finance,Investment Managers
NPWR,NET Power,,Energy,Industrial Machinery/Components
NQP,Nuveen Pennsylvania Quality Municipalome Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources,United States,Industrials,Metal Fabrications
NRBO,NeuroBo Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRDS,NerdWallet,United States,Technology,EDP Services
NRDY,Nerdy,United States,Technology,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance,United States,Real Estate,Real Estate Investment Trusts
NRG,NRG Energy,United States,Utilities,Electric Utilities: Central
NRGV,Energy Vault Holdings,United States,Miscellaneous,Industrial Machinery/Components
NRIM,Northrim BanCorp,United States,Finance,Savings Institutions
NRT,North European Oil Royality Trust,United States,Energy,Oil & Gas Production
NRXP,NRX Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NSC,Norfolk Southern Corporation,United States,Industrials,Railroads
NSIT,Insight Enterprises,United States,Consumer Discretionary,Catalog/Specialty Distribution
NSL,Nuveen Seniorome Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NSP,Insperity,United States,Consumer Discretionary,Professional Services
NSPR,InspireMD,Israel,Health Care,Medical/Dental Instruments
NSSC,NAPCO Security Technologies,United States,Telecommunications,Telecommunications Equipment
NSTC,Northern Star Investment Corp. III,,Finance,Blank Checks
NSTG,NanoString Technologies,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp,United States,Finance,Savings Institutions
NSYS,Nortech Systemsorporated,United States,Technology,Industrial Machinery/Components
NTAP,NetApp,United States,Technology,Electronic Components
NTCT,NetScout Systems,United States,Technology,EDP Services
NTG,Tortoise Midstream Energy Fund,,Finance,Finance Companies
NTGR,NETGEAR,United States,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation,United States,Industrials,Industrial Specialties
NTIP,Network-1 Technologies,United States,Miscellaneous,Multi-Sector Companies
NTLA,Intellia Therapeutics,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix,United States,Technology,Computer Software: Prepackaged Software
NTRA,Natera,United States,Health Care,Medical Specialities
NTRB,Nutriband,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation,United States,Finance,Major Banks
NTST,NetSTREIT Corp.,United States,Real Estate,Real Estate Investment Trusts
NUBI,Nubia Brand International Corp.,United States,Finance,Blank Checks
NUE,Nucor Corporation,United States,Industrials,Steel/Iron Ore
NURO,NeuroMetrix,United States,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises,United States,Health Care,Other Pharmaceuticals
NUTX,Nutex Health,United States,Technology,Retail: Computer Software & Peripheral Equipment
NUV,Nuveen Municipal Value Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NUVA,NuVasive,United States,Health Care,Medical/Dental Instruments
NUVB,Nuvation Bio,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NUWE,Nuwellis,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee,United States,Consumer Discretionary,Other Specialty Stores
NVAC,NorthView Acquisition Corporation,United States,Health Care,Medical/Dental Instruments
NVAX,Novavax,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCT,Nuvectis Pharma,United States,Health Care, Medicinal Chemicals and Botanical Products 
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors
NVEC,NVE Corporation,United States,Technology,Semiconductors
NVEE,NV5 Global,United States,Consumer Discretionary,Other Consumer Services
NVFY,Nova Lifestyle,United States,Consumer Discretionary,Home Furnishings
NVIV,InVivo Therapeutics Holdings Corp,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVNO,enVVeno Medical Corporation,United States,Health Care,Medical/Dental Instruments
NVO,Novo Nordisk A/S,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
NVOS,Novo Integrated Sciences,United States,Health Care,Assisted Living Services
NVR,NVR,United States,Consumer Discretionary,Homebuilding
NVRI,Enviri Corporation,United States,Miscellaneous,Diversified Commercial Services
NVRO,Nevro Corp.,United States,Health Care,Medical/Dental Instruments
NVS,Novartis AG,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation,United States,Health Care,Medical/Dental Instruments
NVTA,Invitae Corporation,United States,Health Care,Medical Specialities
NVTS,Navitas Semiconductor Corporation,United States,Technology,Semiconductors
NVVE,Nuvve Holding Corp.,China,Energy,Oil Refining/Marketing
NWBI,Northwest Bancshares,United States,Finance,Major Banks
NWE,NorthWestern Corporation,United States,Utilities,Power Generation
NWFL,Norwood Financial Corp.,United States,Finance,Major Banks
NWL,Newell Brands,United States,Industrials,Plastic Products
NWLI,National Western Life Group,United States,Finance,Life Insurance
NWN,Northwest Natural Holding Company,United States,Utilities,Oil/Gas Transmission
NWPX,Northwest Pipe Company,United States,Industrials,Steel/Iron Ore
NWS,News Corporation Class B,United States,Consumer Discretionary,Newspapers/Magazines
NWSA,News Corporation,United States,Consumer Discretionary,Newspapers/Magazines
NX,Quanex Building Products Corporation,United States,Industrials,Metal Fabrications
NXC,Nuveen California Select Tax-Freeome Portfolio,United States,Finance,Investment Managers
NXDT,NexPoint Diversified Real Estate Trust,,Finance,Investment Managers
NXGL,NexGel,United States,Health Care,Medical/Dental Instruments
NXGN,NextGen Healthcare,United States,Technology,EDP Services
NXL,Nexalin Technology,United States,Health Care,Medical Specialities
NXN,Nuveen New York Select Tax-Freeome Portfolio,United States,Finance,Trusts Except Educational Religious and Charitable
NXP,Nuveen Select Tax Freeome Portfolio,United States,Finance,Trusts Except Educational Religious and Charitable
NXPI,NXP Semiconductors N.V.,Netherlands,Technology,Semiconductors
NXPL,NextPlat Corp,United States,Telecommunications,Telecommunications Equipment
NXRT,NexPoint Residential Trust,United States,Real Estate,Real Estate Investment Trusts
NXST,Nexstar Media Group,United States,Industrials,Broadcasting
NXT,Nextracker,United States,Technology,Semiconductors
NXTC,NextCure,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NXTP,NextPlay Technologies,United States,Technology,EDP Services
NXU,Nxu,United States,Consumer Discretionary,Automotive Aftermarket
NYC,American Strategic Investment Co.,,Finance,Real Estate
NYCB,New York Community Bancorp,United States,Finance,Banks
NYMT,New York Mortgage Trust,United States,Real Estate,Real Estate Investment Trusts
NYT,New York Times Company (The),United States,Consumer Discretionary,Newspapers/Magazines
O,Realtyome Corporation,United States,Real Estate,Real Estate Investment Trusts
OABI,OmniAb,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OB,Outbrain,United States,Industrials,Industrial Machinery/Components
OBDC,Blue Owl Capital Corporation,,Finance,Investment Managers
OBK,Origin Bancorp,United States,Finance,Major Banks
OBLG,Oblong,United States,Technology,Computer Software: Programming Data Processing
OBT,Orange County Bancorp,United States,Finance,Major Banks
OCAX,OCA Acquisition Corp.,United States,Finance,Blank Checks
OCC,Optical Cable Corporation,United States,Industrials,Telecommunications Equipment
OCCI,OFS Credit Company,United States,Finance,Trusts Except Educational Religious and Charitable
OCEA,Ocean Biomedical,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCFC,OceanFirst Financial Corp.,United States,Finance,Savings Institutions
OCGN,Ocugen,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCN,Ocwen Financial Corporation NEW,United States,Finance,Finance: Consumer Services
OCSL,Oaktree Specialty Lending Corporation,United States,Finance,Finance: Consumer Services
OCTO,Eightco Holdings,United States,,
OCUL,Ocular Therapeutix,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCUP,Ocuphire Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
