symbol,name,country,sector,industry,wikipediaTitle
ASYS,Amtech Systems,United States,Technology,Industrial Machinery/Components,
ATEC,Alphatec Holdings,United States,Health Care,Medical/Dental Instruments,
ATEK,Athena Technology Acquisition Corp. II,,Finance,Blank Checks,
ATEN,A10 Networks,United States,Telecommunications,Computer Communications Equipment,A10 Networks
ATER,Aterian,United States,,,
ATEX,Anterix,United States,Telecommunications,Telecommunications Equipment,
ATGE,Adtalem Global Education,United States,Consumer Discretionary,Other Consumer Services,Adtalem Global Education
ATHA,Athira Pharma,United States,Health Care, Medicinal Chemicals and Botanical Products ,Athira Pharma
ATHX,Athersys,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ATI,ATI,United States,Industrials,Steel/Iron Ore,
ATIP,ATI Physical Therapy,,Health Care,Hospital/Nursing Management,
ATKR,Atkore,United States,Miscellaneous,Industrial Machinery/Components,
ATLC,Atlanticus Holdings Corporation,United States,Finance,Finance: Consumer Services,
ATLO,Ames National Corporation,United States,Finance,Major Banks,
ATLX,Atlas Lithium Corporation,United States,Technology,Computer Software: Programming Data Processing,
ATMU,Atmus Filtration Technologies,,Consumer Discretionary,Auto Parts:O.E.M.,
ATNF,180 Life Sciences Corp.,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ATNI,ATN International,United States,Telecommunications,Telecommunications Equipment,ATN International
ATNM,Actinium Pharmaceuticals (Delaware),United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ATO,Atmos Energy Corporation,United States,Utilities,Oil/Gas Transmission,Atmos Energy
ATOM,Atomeraorporated,United States,Technology,Semiconductors,
ATOS,Atossa Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ATR,AptarGroup,United States,Industrials,Plastic Products,AptarGroup
ATRA,Atara Biotherapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
ATRC,AtriCure,United States,Health Care,Medical/Dental Instruments,
ATRI,Atrion Corporation,United States,Health Care,Medical/Dental Instruments,
ATRO,Astronics Corporation,United States,Industrials,Military/Government/Technical,Astronics
ATUS,Altice USA,United States,Telecommunications,Cable & Other Pay Television Services,Altice USA
ATVI,Activision Blizzard,United States,Technology,Computer Software: Prepackaged Software,Activision Blizzard
ATXG,Addentax Group Corp.,China,Consumer Discretionary,Professional Services,
ATXI,Avenue Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ATXS,Astria Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AU,AngloGold Ashanti Limited,South Africa,Basic Materials,Precious Metals,AngloGold Ashanti
AUB,Atlantic Union Bankshares Corporation,United States,Finance,Major Banks,Atlantic Union Bank
AUBN,Auburn National Bancorporation,United States,Finance,Major Banks,Auburn National Bancorporation
AUDC,AudioCodes Ltd.,Israel,Utilities,Telecommunications Equipment,AudioCodes
AUGX,Augmedix,United States,Technology,Computer Software: Prepackaged Software,
AUID,authID,United States,Technology,Computer Software: Prepackaged Software,
AULT,Ault Alliance,United States,Technology,Industrial Machinery/Components,
AUMN,Golden Minerals Company,United States,Basic Materials,Precious Metals,
AUR,Aurora Innovation,United States,Technology,EDP Services,Aurora Innovation
AURA,Aura Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AUUD,Auddia,United States,Technology,Computer Software: Prepackaged Software,
AUVI,Applied UV,United States,Consumer Discretionary,Building Products,
AVA,Avista Corporation,United States,Utilities,Power Generation,Avista
AVAH,Aveanna Healthcare Holdings,United States,Health Care,Hospital/Nursing Management,
AVAV,AeroVironment,United States,Industrials,Aerospace,AeroVironment
AVB,AvalonBay Communities,United States,Real Estate,Real Estate Investment Trusts,AvalonBay Communities
AVDX,AvidXchange Holdings,United States,Technology,EDP Services,
AVGO,Broadcom,United States,Technology,Semiconductors,Broadcom
AVGR,Avinger,United States,Health Care,Medical/Dental Instruments,
AVHI,Achari Ventures Holdings Corp. I,United States,Finance,Blank Checks,
AVID,Avid Technology,United States,Technology,Computer Software: Prepackaged Software,Avid Technology
AVIR,Atea Pharmaceuticals,United States,Health Care, Medicinal Chemicals and Botanical Products ,
AVNS,Avanos Medical,United States,Health Care,Industrial Specialties,Avanos Medical
AVNT,Avient Corporation,United States,Industrials,Major Chemicals,Avient Corporation
AVNW,Aviat Networks,United States,Telecommunications,Telecommunications Equipment,Aviat Networks
AVO,Mission Produce,United States,Consumer Staples,Farming/Seeds/Milling,
AVPT,AvePoint,United States,Technology,Computer Software: Prepackaged Software,AvePoint
AVRO,AVROBIO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
AVT,Avnet,United States,Technology,Electronic Components,Avnet
AVTA,Avantax,United States,Finance,Finance: Consumer Services,
AVTE,Aerovate Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AVTR,Avantor,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,Avantor
AVTX,Avalo Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AVXL,Anavex Life Sciences Corp.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
AVY,Avery Dennison Corporation,United States,Consumer Discretionary,Containers/Packaging,Avery Dennison
AWH,Aspira Women's Health,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
AWI,Armstrong World Industries,United States,Industrials,Plastic Products,Armstrong World Industries
AWIN,AERWINS Technologies,Japan,Industrials,Industrial Machinery/Components,
AWK,American Water Works Company,United States,Utilities,Water Supply,American Water Works
AWR,American States Water Company,United States,Utilities,Water Supply,American States Water
AWRE,Aware,United States,Technology,EDP Services,
AWX,Avalon Holdings Corporation,United States,Utilities,Environmental Services,
AX,Axos Financial,United States,Finance,Savings Institutions,Axos Financial
AXDX,Accelerate Diagnostics,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,
AXGN,Axogen,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Axogen
AXL,American Axle & Manufacturing Holdings,United States,Consumer Discretionary,Auto Parts:O.E.M.,
AXLA,Axcella Health,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AXNX,Axonics,United States,Health Care,Medical/Dental Instruments,
AXON,Axon Enterprise,United States,Industrials,Ordnance And Accessories,Axon Enterprise
AXP,American Express Company,United States,Finance,Finance: Consumer Services,American Express
AXR,AMREP Corporation,United States,Real Estate,Homebuilding,Amrep Corporation
AXS,Axis Capital Holdings Limited,Bermuda,Finance,Property-Casualty Insurers,AXIS Capital
AXSM,Axsome Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AXTI,AXT,United States,Technology,Semiconductors,
AYRO,AYRO,United States,Consumer Discretionary,Telecommunications Equipment,
AYTU,Aytu BioPharma ,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
AYX,Alteryx,United States,Technology,Computer Software: Prepackaged Software,Alteryx
AZEK,The AZEK Company,United States,Industrials,Plastic Products,
AZO,AutoZone,United States,Consumer Discretionary,Auto & Home Supply Stores,AutoZone
AZPN,Aspen Technology,United States,Technology,EDP Services,Aspen Technology
AZTR,Azitra,,Health Care,Biotechnology: Pharmaceutical Preparations,
AZYO,Aziyo Biologics,United States,Health Care,Medical Specialities,
B,Barnes Group,United States,Industrials,Metal Fabrications,Barnes Group
BA,Boeing Company (The),United States,Industrials,Aerospace,Boeing
BAC,Bank of America Corporation,United States,Finance,Major Banks,Bank of America
BACA,Berenson Acquisition Corp. I,,Finance,Blank Checks,
BACK,IMAC Holdings,United States,Health Care,Medical Specialities,
BAER,Bridger Aerospace Group Holdings,United States,Finance,Blank Checks,
BAFN,BayFirst Financial Corp.,United States,Finance,Savings Institutions,
BAH,Booz Allen Hamilton Holding Corporation,United States,Consumer Discretionary,Professional Services,Booz Allen Hamilton
BALL,Ball Corporation,United States,Industrials,Containers/Packaging,Ball Corporation
BALY,Bally's Corporation,United States,Consumer Discretionary,Hotels/Resorts,Bally's Corporation
BANC,Banc of California,United States,Finance,Major Banks,Banc of California
BAND,Bandwidth,United States,Technology,Computer Software: Prepackaged Software,Bandwidth
BANF,BancFirst Corporation,United States,Finance,Major Banks,BancFirst
BANR,Banner Corporation,United States,Finance,Major Banks,Banner Bank
BANX,ArrowMark Financial Corp.,United States,Finance,Trusts Except Educational Religious and Charitable,
BAP,Credicorp Ltd.,Peru,Finance,Commercial Banks,Credicorp
BARK,BARK,,Consumer Discretionary,Department/Specialty Retail Stores,Bark.com
BASE,Couchbase,United States,Technology,EDP Services,Couchbase Server
BATL,Battalion Oil Corporation,United States,Energy,Oil & Gas Production,
BATRA,Liberty Media Corporation Series A Liberty Braves,United States,Industrials,Broadcasting,
BATRK,Liberty Media Corporation Series C Liberty Braves,United States,Consumer Discretionary,Movies/Entertainment,
BAX,Baxter International,United States,Health Care,Medical/Dental Instruments,Baxter International
BB,BlackBerry Limited,Canada,,,BlackBerry Limited
BBAI,BigBear.ai,,Technology,EDP Services,
BBCP,Concrete Pumping Holdings,United States,Consumer Discretionary,Engineering & Construction,
BBDC,Barings BDC,United States,Finance,Diversified Financial Services,
BBGI,Beasley Broadcast Group,United States,Consumer Discretionary,Broadcasting,Beasley Broadcast Group
BBIG,Vinco Ventures,United States,Consumer Discretionary,Recreational Games/Products/Toys,
BBIO,BridgeBio Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
BBLG,Bone Biologics Corp,United States,Health Care,Industrial Specialties,
BBSI,Barrett Business Services,United States,Consumer Discretionary,Professional Services,
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Spain,Finance,Commercial Banks,Banco Bilbao Vizcaya Argentaria
BBW,Build-A-Bear Workshop,United States,Consumer Discretionary,Recreational Games/Products/Toys,Build-A-Bear Workshop
BBY,Best Buy Co.,United States,Consumer Discretionary,Consumer Electronics/Video Chains,Best Buy
BC,Brunswick Corporation,United States,Industrials,Industrial Machinery/Components,Brunswick Corporation
BCAB,BioAtla,United States,Health Care, Medicinal Chemicals and Botanical Products ,
BCAL,Southern California Bancorp,United States,Finance,Major Banks,
BCAN,BYND Cannasoft Enterprises,Canada,,,
BCBP,BCB Bancorp (NJ),United States,Finance,Savings Institutions,
BCC,Boise Cascade L.L.C.,United States,Consumer Discretionary,RETAIL: Building Materials,Boise Cascade
BCDA,BioCardia,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
BCE,BCE,Canada,Telecommunications,Telecommunications Equipment,
BCEL,Atreca,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
BCLI,Brainstorm Cell Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
BCML,BayCom Corp,United States,Finance,Major Banks,
BCO,Brinks Company (The),United States,Consumer Discretionary,Oil Refining/Marketing,
BCOV,Brightcove,United States,Technology,EDP Services,Brightcove
BCOW,1895 Bancorp of Wisconsin (MD),United States,Finance,Banks,
BCPC,Balchem Corporation,United States,Industrials,Major Chemicals,
BCRX,BioCryst Pharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),BioCryst Pharmaceuticals
BCS,Barclays PLC,United Kingdom,Finance,Commercial Banks,Barclays
BCSF,Bain Capital Specialty Finance,United States,Finance,Finance/Investors Services,
BDC,Belden,United States,Industrials,Telecommunications Equipment,Belden Incorporated
BDL,Flanigan's Enterprises,United States,Consumer Discretionary,Restaurants,
BDN,Brandywine Realty Trust,United States,Real Estate,Real Estate Investment Trusts,Brandywine Realty Trust
BDSX,Biodesix,United States,Health Care,Precision Instruments,
BDTX,Black Diamond Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
BDX,Becton Dickinson and Company,United States,Health Care,Medical/Dental Instruments,BD (company)
BE,Bloom Energy Corporation,,Energy,Industrial Machinery/Components,Bloom Energy
BEAM,Beam Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Beam Therapeutics
BEAT,Heartbeam,United States,Technology,Retail: Computer Software & Peripheral Equipment,
BECN,Beacon Roofing Supply,United States,Consumer Discretionary,RETAIL: Building Materials,Beacon Building Products
BEEM,Beam Global,United States,Technology,Semiconductors,
BELFA,Bel Fuse,United States,,,
BELFB,Bel Fuse Class B,United States,,,
BEN,Franklin Resources,United States,Finance,Investment Managers,Franklin Templeton Investments
BENF,Beneficient,United States,Finance,Blank Checks,
BERY,Berry Global Group,United States,Industrials,Plastic Products,Berry Global
BFAM,Bright Horizons Family Solutions,United States,Consumer Discretionary,Other Consumer Services,Bright Horizons
BFC,Bank First Corporation,United States,Finance,Major Banks,
BFH,Bread Financial Holdings,United States,Consumer Discretionary,Business Services,Bread Financial
BFIN,BankFinancial Corporation,United States,Finance,Savings Institutions,
BFLY,Butterfly Network,United States,Health Care,Medical Electronics,
BFRG,Bullfrog AI Holdings,United States,Technology,Retail: Computer Software & Peripheral Equipment,
BFRI,Biofrontera,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
BFS,Saul Centers,United States,Real Estate,Real Estate Investment Trusts,
BFST,Business First Bancshares,United States,Finance,Major Banks,
BGC,BGC Group,United States,Finance,Investment Bankers/Brokers/Service,
BGFV,Big 5 Sporting Goods Corporation,United States,Consumer Discretionary,Other Specialty Stores,Big 5 Sporting Goods
BGI,Birks Group,Canada,,,Birks Group
BGRY,Berkshire Grey,United States,Industrials,Industrial Machinery/Components,Berkshire Grey
